SKU_ID,Supplier_ID,Material_Category,UOM,Unit_Weight_KG,Base_Price_EUR
SKU-2026-12539,SUP-CHE-009,Electronics,EA,2.92,14.5
SKU-2026-12540,SUP-PUN-024,Steel_Forging,EA,0.06,15.43
SKU-2026-12541,SUP-CHE-088,Alum_Casting,EA,3.21,9.64
SKU-2026-12542,SUP-CHE-022,Electronics,EA,1.72,14.62
SKU-2026-12543,SUP-NCR-021,Steel_Forging,EA,9.51,42.31
SKU-2026-12544,SUP-PUN-015,Steel_Forging,EA,7.97,17.0
SKU-2026-12545,SUP-CHE-000,Electronics,EA,11.54,18.75
SKU-2026-12546,SUP-CHE-066,Alum_Casting,EA,2.22,16.93
SKU-2026-12547,SUP-NCR-054,Alum_Casting,EA,3.67,37.32
SKU-2026-12548,SUP-CHE-026,Steel_Forging,EA,4.67,21.92
SKU-2026-12549,SUP-NCR-102,Steel_Forging,EA,6.87,31.03
SKU-2026-12550,SUP-PUN-020,Steel_Forging,EA,2.41,5.56
SKU-2026-12551,SUP-PUN-047,Electronics,KG,6.21,26.26
SKU-2026-12552,SUP-PUN-003,Steel_Forging,EA,7.06,18.74
SKU-2026-12553,SUP-PUN-010,Steel_Forging,EA,1.69,38.22
SKU-2026-12554,SUP-CHE-028,Electronics,EA,10.42,41.55
SKU-2026-12555,SUP-NCR-098,Steel_Forging,EA,5.29,47.32
SKU-2026-12556,SUP-CHE-051,Electronics,EA,2.46,7.89
SKU-2026-12557,SUP-CHE-092,Steel_Forging,EA,3.53,18.03
SKU-2026-12558,SUP-NCR-067,Steel_Forging,KG,7.62,30.92
SKU-2026-12559,SUP-CHE-080,Steel_Forging,EA,4.41,23.75
SKU-2026-12560,SUP-NCR-069,Alum_Casting,EA,0.47,18.86
SKU-2026-12561,SUP-PUN-025,Electronics,KG,1.6,48.43
SKU-2026-12562,SUP-CHE-019,Alum_Casting,EA,5.59,13.33
SKU-2026-12563,SUP-PUN-083,Steel_Forging,EA,2.68,17.26
SKU-2026-12564,SUP-CHE-036,Alum_Casting,KG,4.65,32.4
SKU-2026-12565,SUP-NCR-069,Electronics,EA,3.25,8.22
SKU-2026-12566,SUP-PUN-044,Electronics,EA,6.24,17.51
SKU-2026-12567,SUP-PUN-077,Steel_Forging,EA,1.44,26.93
SKU-2026-12568,SUP-PUN-085,Electronics,KG,5.92,39.27
SKU-2026-12569,SUP-PUN-047,Electronics,KG,9.08,16.71
SKU-2026-12570,SUP-NCR-058,Steel_Forging,EA,1.66,46.03
SKU-2026-12571,SUP-PUN-063,Alum_Casting,EA,1.2,17.81
SKU-2026-12572,SUP-PUN-010,Alum_Casting,EA,4.71,28.25
SKU-2026-12573,SUP-PUN-077,Steel_Forging,EA,3.29,36.91
SKU-2026-12574,SUP-NCR-035,Electronics,EA,2.88,16.72
SKU-2026-12575,SUP-NCR-035,Alum_Casting,EA,2.92,10.26
SKU-2026-12576,SUP-PUN-024,Alum_Casting,EA,12.25,15.81
SKU-2026-12577,SUP-CHE-086,Electronics,EA,0.92,42.83
SKU-2026-12578,SUP-PUN-077,Steel_Forging,KG,5.07,23.64
SKU-2026-12579,SUP-PUN-010,Alum_Casting,EA,10.84,30.0
SKU-2026-12580,SUP-CHE-119,Steel_Forging,KG,1.98,31.04
SKU-2026-12581,SUP-CHE-005,Alum_Casting,EA,3.98,34.22
SKU-2026-12582,SUP-NCR-093,Steel_Forging,EA,4.03,40.5
SKU-2026-12583,SUP-CHE-045,Electronics,EA,3.21,22.5
SKU-2026-12584,SUP-NCR-091,Electronics,KG,12.54,44.9
SKU-2026-12585,SUP-PUN-018,Steel_Forging,EA,6.62,47.42
SKU-2026-12586,SUP-NCR-107,Alum_Casting,KG,6.68,23.56
SKU-2026-12587,SUP-PUN-096,Electronics,EA,3.95,21.12
SKU-2026-12588,SUP-PUN-031,Steel_Forging,EA,5.88,49.4
SKU-2026-12589,SUP-PUN-063,Alum_Casting,EA,4.13,48.34
SKU-2026-12590,SUP-PUN-063,Alum_Casting,EA,5.94,19.22
SKU-2026-12591,SUP-CHE-113,Steel_Forging,EA,3.28,47.63
SKU-2026-12592,SUP-PUN-029,Steel_Forging,EA,3.02,30.77
SKU-2026-12593,SUP-PUN-083,Electronics,EA,2.32,8.48
SKU-2026-12594,SUP-NCR-021,Alum_Casting,EA,9.69,38.29
SKU-2026-12595,SUP-CHE-051,Alum_Casting,EA,6.31,35.51
SKU-2026-12596,SUP-PUN-011,Steel_Forging,EA,3.5,14.81
SKU-2026-12597,SUP-NCR-106,Steel_Forging,EA,0.14,45.28
SKU-2026-12598,SUP-CHE-087,Steel_Forging,KG,4.94,5.12
SKU-2026-12599,SUP-CHE-000,Steel_Forging,KG,7.31,38.84
SKU-2026-12600,SUP-NCR-054,Steel_Forging,EA,2.94,29.77
SKU-2026-12601,SUP-PUN-065,Electronics,EA,1.22,37.04
SKU-2026-12602,SUP-PUN-057,Electronics,EA,1.05,12.95
SKU-2026-12603,SUP-NCR-013,Steel_Forging,KG,4.4,48.47
SKU-2026-12604,SUP-NCR-027,Alum_Casting,EA,6.39,37.95
SKU-2026-12605,SUP-CHE-088,Electronics,EA,10.11,25.56
SKU-2026-12606,SUP-NCR-002,Steel_Forging,EA,3.03,43.67
SKU-2026-12607,SUP-PUN-083,Steel_Forging,EA,6.18,47.37
SKU-2026-12608,SUP-NCR-053,Electronics,EA,10.21,5.02
SKU-2026-12609,SUP-CHE-004,Electronics,EA,1.35,28.92
SKU-2026-12610,SUP-CHE-079,Alum_Casting,EA,2.58,25.98
SKU-2026-12611,SUP-CHE-086,Electronics,EA,11.45,27.6
SKU-2026-12612,SUP-PUN-085,Electronics,KG,2.98,39.97
SKU-2026-12613,SUP-PUN-018,Electronics,EA,4.33,22.36
SKU-2026-12614,SUP-NCR-049,Alum_Casting,EA,2.99,6.92
SKU-2026-12615,SUP-PUN-075,Steel_Forging,KG,3.15,26.0
SKU-2026-12616,SUP-PUN-105,Steel_Forging,KG,2.57,47.69
SKU-2026-12617,SUP-CHE-052,Electronics,EA,8.74,9.34
SKU-2026-12618,SUP-NCR-067,Electronics,KG,2.94,9.96
SKU-2026-12619,SUP-CHE-019,Electronics,KG,8.45,44.25
SKU-2026-12620,SUP-NCR-001,Steel_Forging,EA,3.65,10.94
SKU-2026-12621,SUP-NCR-013,Electronics,EA,2.57,15.96
SKU-2026-12622,SUP-CHE-087,Electronics,EA,4.09,32.8
SKU-2026-12623,SUP-NCR-001,Electronics,EA,6.05,34.13
SKU-2026-12624,SUP-NCR-067,Steel_Forging,EA,2.27,46.03
SKU-2026-12625,SUP-PUN-105,Electronics,EA,1.22,27.43
SKU-2026-12626,SUP-CHE-019,Steel_Forging,EA,1.03,40.28
SKU-2026-12627,SUP-PUN-023,Electronics,EA,9.24,12.11
SKU-2026-12628,SUP-NCR-034,Steel_Forging,EA,1.83,5.43
SKU-2026-12629,SUP-PUN-031,Steel_Forging,EA,4.68,32.12
SKU-2026-12630,SUP-PUN-039,Steel_Forging,EA,17.19,16.08
SKU-2026-12631,SUP-CHE-033,Alum_Casting,KG,1.71,30.12
SKU-2026-12632,SUP-CHE-033,Electronics,KG,6.55,16.72
SKU-2026-12633,SUP-CHE-092,Steel_Forging,KG,7.95,11.14
SKU-2026-12634,SUP-CHE-116,Electronics,EA,9.01,48.64
SKU-2026-12635,SUP-NCR-035,Steel_Forging,EA,2.19,26.34
SKU-2026-12636,SUP-NCR-013,Electronics,EA,5.74,22.8
SKU-2026-12637,SUP-PUN-110,Steel_Forging,EA,8.7,28.9
SKU-2026-12638,SUP-PUN-057,Steel_Forging,EA,1.21,44.2
SKU-2026-12639,SUP-NCR-035,Steel_Forging,EA,3.28,33.28
SKU-2026-12640,SUP-CHE-090,Steel_Forging,KG,7.49,16.4
SKU-2026-12641,SUP-NCR-046,Alum_Casting,KG,5.79,15.15
SKU-2026-12642,SUP-CHE-089,Alum_Casting,EA,9.42,43.97
SKU-2026-12643,SUP-PUN-039,Steel_Forging,EA,3.13,18.16
SKU-2026-12644,SUP-CHE-066,Steel_Forging,EA,7.62,49.48
SKU-2026-12645,SUP-CHE-056,Steel_Forging,EA,2.97,11.95
SKU-2026-12646,SUP-CHE-092,Electronics,EA,2.29,14.1
SKU-2026-12647,SUP-CHE-062,Alum_Casting,KG,17.59,8.31
SKU-2026-12648,SUP-PUN-018,Steel_Forging,EA,7.62,44.15
SKU-2026-12649,SUP-PUN-083,Steel_Forging,EA,1.45,12.96
SKU-2026-12650,SUP-NCR-093,Electronics,EA,5.9,7.73
SKU-2026-12651,SUP-PUN-059,Electronics,EA,4.18,21.63
SKU-2026-12652,SUP-CHE-048,Alum_Casting,EA,1.71,49.96
SKU-2026-12653,SUP-CHE-016,Alum_Casting,KG,5.5,45.33
SKU-2026-12654,SUP-CHE-052,Alum_Casting,EA,3.66,24.05
SKU-2026-12655,SUP-NCR-060,Alum_Casting,EA,4.0,28.0
SKU-2026-12656,SUP-NCR-012,Steel_Forging,EA,9.02,27.41
SKU-2026-12657,SUP-NCR-013,Electronics,EA,8.43,31.43
SKU-2026-12658,SUP-PUN-037,Electronics,EA,6.28,40.75
SKU-2026-12659,SUP-NCR-078,Electronics,EA,2.94,19.72
SKU-2026-12660,SUP-NCR-027,Electronics,EA,3.36,5.81
SKU-2026-12661,SUP-NCR-114,Electronics,EA,3.56,47.07
SKU-2026-12662,SUP-CHE-116,Steel_Forging,EA,11.65,9.61
SKU-2026-12663,SUP-PUN-110,Steel_Forging,EA,7.16,25.76
SKU-2026-12664,SUP-CHE-030,Alum_Casting,KG,2.71,43.32
SKU-2026-12665,SUP-CHE-036,Steel_Forging,EA,1.2,21.06
SKU-2026-12666,SUP-PUN-007,Electronics,EA,0.84,39.46
SKU-2026-12667,SUP-PUN-011,Electronics,KG,4.43,48.49
SKU-2026-12668,SUP-PUN-023,Electronics,EA,3.26,43.47
SKU-2026-12669,SUP-CHE-004,Alum_Casting,EA,4.32,13.53
SKU-2026-12670,SUP-NCR-107,Electronics,EA,2.48,42.21
SKU-2026-12671,SUP-CHE-022,Electronics,KG,11.63,42.25
SKU-2026-12672,SUP-NCR-093,Electronics,EA,2.84,14.14
SKU-2026-12673,SUP-CHE-038,Steel_Forging,EA,2.85,43.43
SKU-2026-12674,SUP-CHE-115,Electronics,EA,13.94,19.01
SKU-2026-12675,SUP-NCR-067,Steel_Forging,EA,2.72,31.88
SKU-2026-12676,SUP-NCR-102,Electronics,EA,14.49,25.07
SKU-2026-12677,SUP-CHE-090,Steel_Forging,EA,8.47,15.79
SKU-2026-12678,SUP-CHE-032,Alum_Casting,EA,7.38,36.43
SKU-2026-12679,SUP-NCR-053,Electronics,KG,1.36,11.41
SKU-2026-12680,SUP-PUN-085,Alum_Casting,EA,2.43,42.61
SKU-2026-12681,SUP-PUN-059,Alum_Casting,EA,5.65,32.93
SKU-2026-12682,SUP-CHE-056,Steel_Forging,EA,1.58,29.77
SKU-2026-12683,SUP-NCR-058,Steel_Forging,EA,3.74,36.82
SKU-2026-12684,SUP-NCR-058,Steel_Forging,EA,4.92,43.08
SKU-2026-12685,SUP-PUN-061,Steel_Forging,EA,9.9,30.62
SKU-2026-12686,SUP-CHE-030,Steel_Forging,EA,6.21,38.71
SKU-2026-12687,SUP-NCR-021,Alum_Casting,KG,8.82,36.69
SKU-2026-12688,SUP-CHE-032,Electronics,EA,1.81,18.62
SKU-2026-12689,SUP-NCR-107,Alum_Casting,EA,0.77,14.22
SKU-2026-12690,SUP-PUN-057,Alum_Casting,EA,0.32,46.7
SKU-2026-12691,SUP-CHE-004,Alum_Casting,EA,1.92,43.51
SKU-2026-12692,SUP-PUN-037,Alum_Casting,EA,2.1,34.67
SKU-2026-12693,SUP-PUN-050,Alum_Casting,EA,1.28,25.16
SKU-2026-12694,SUP-CHE-026,Steel_Forging,EA,3.39,13.51
SKU-2026-12695,SUP-NCR-021,Electronics,KG,2.58,28.38
SKU-2026-12696,SUP-CHE-000,Steel_Forging,EA,5.54,24.86
SKU-2026-12697,SUP-NCR-060,Alum_Casting,KG,2.68,24.75
SKU-2026-12698,SUP-CHE-052,Alum_Casting,KG,2.33,14.09
SKU-2026-12699,SUP-CHE-009,Electronics,EA,3.53,5.16
SKU-2026-12700,SUP-NCR-034,Electronics,KG,2.96,41.8
SKU-2026-12701,SUP-PUN-008,Electronics,EA,9.06,9.63
SKU-2026-12702,SUP-CHE-005,Steel_Forging,EA,2.54,5.56
SKU-2026-12703,SUP-PUN-077,Electronics,KG,1.76,36.11
SKU-2026-12704,SUP-CHE-115,Steel_Forging,EA,4.53,15.13
SKU-2026-12705,SUP-CHE-087,Electronics,EA,11.42,44.13
SKU-2026-12706,SUP-PUN-010,Electronics,EA,10.98,36.74
SKU-2026-12707,SUP-PUN-064,Electronics,KG,6.33,15.74
SKU-2026-12708,SUP-PUN-112,Steel_Forging,KG,1.73,33.58
SKU-2026-12709,SUP-NCR-100,Steel_Forging,EA,1.82,16.56
SKU-2026-12710,SUP-PUN-040,Steel_Forging,EA,5.32,9.15
SKU-2026-12711,SUP-PUN-008,Steel_Forging,EA,6.59,16.37
SKU-2026-12712,SUP-PUN-031,Steel_Forging,EA,9.13,36.33
SKU-2026-12713,SUP-CHE-005,Steel_Forging,EA,4.61,6.69
SKU-2026-12714,SUP-PUN-074,Electronics,EA,8.37,26.96
SKU-2026-12715,SUP-CHE-081,Steel_Forging,EA,0.81,48.66
SKU-2026-12716,SUP-CHE-115,Steel_Forging,EA,2.17,33.36
SKU-2026-12717,SUP-NCR-021,Steel_Forging,EA,2.14,24.81
SKU-2026-12718,SUP-NCR-091,Electronics,EA,4.59,41.01
SKU-2026-12719,SUP-PUN-040,Electronics,KG,8.57,40.89
SKU-2026-12720,SUP-PUN-065,Steel_Forging,EA,7.62,37.2
SKU-2026-12721,SUP-PUN-031,Alum_Casting,KG,1.85,35.58
SKU-2026-12722,SUP-PUN-044,Electronics,EA,0.85,5.22
SKU-2026-12723,SUP-NCR-091,Steel_Forging,EA,15.74,27.16
SKU-2026-12724,SUP-NCR-106,Electronics,EA,4.89,9.62
SKU-2026-12725,SUP-CHE-022,Steel_Forging,EA,2.73,7.76
SKU-2026-12726,SUP-PUN-011,Electronics,KG,5.48,26.04
SKU-2026-12727,SUP-NCR-002,Alum_Casting,EA,1.96,41.14
SKU-2026-12728,SUP-CHE-043,Electronics,EA,4.63,22.66
SKU-2026-12729,SUP-PUN-065,Steel_Forging,EA,1.0,20.41
SKU-2026-12730,SUP-PUN-065,Steel_Forging,EA,15.26,46.93
SKU-2026-12731,SUP-CHE-089,Steel_Forging,EA,5.04,46.0
SKU-2026-12732,SUP-CHE-006,Electronics,KG,3.06,10.01
SKU-2026-12733,SUP-CHE-032,Electronics,EA,2.91,5.99
SKU-2026-12734,SUP-CHE-079,Steel_Forging,EA,4.63,44.17
SKU-2026-12735,SUP-CHE-051,Steel_Forging,EA,1.16,38.2
SKU-2026-12736,SUP-CHE-004,Electronics,KG,4.64,10.54
SKU-2026-12737,SUP-NCR-106,Alum_Casting,EA,2.16,49.7
SKU-2026-12738,SUP-NCR-104,Alum_Casting,EA,7.36,8.56
SKU-2026-12739,SUP-CHE-004,Alum_Casting,EA,7.03,47.54
SKU-2026-12740,SUP-CHE-070,Electronics,KG,7.45,42.04
SKU-2026-12741,SUP-CHE-032,Electronics,EA,11.39,8.56
SKU-2026-12742,SUP-PUN-010,Electronics,EA,5.09,20.83
SKU-2026-12743,SUP-CHE-045,Steel_Forging,KG,5.3,27.55
SKU-2026-12744,SUP-CHE-043,Alum_Casting,EA,8.22,48.64
SKU-2026-12745,SUP-CHE-014,Steel_Forging,KG,6.77,11.17
SKU-2026-12746,SUP-NCR-067,Electronics,EA,3.63,40.28
SKU-2026-12747,SUP-CHE-000,Alum_Casting,EA,2.93,20.15
SKU-2026-12748,SUP-PUN-017,Alum_Casting,EA,4.18,23.26
SKU-2026-12749,SUP-CHE-092,Alum_Casting,EA,8.82,37.97
SKU-2026-12750,SUP-CHE-032,Alum_Casting,KG,3.56,9.53
SKU-2026-12751,SUP-PUN-055,Steel_Forging,KG,0.83,18.14
SKU-2026-12752,SUP-PUN-101,Electronics,KG,4.74,39.99
SKU-2026-12753,SUP-CHE-048,Steel_Forging,EA,2.38,38.44
SKU-2026-12754,SUP-PUN-059,Electronics,EA,1.03,16.27
SKU-2026-12755,SUP-CHE-084,Electronics,EA,7.72,21.53
SKU-2026-12756,SUP-CHE-062,Steel_Forging,KG,2.08,35.41
SKU-2026-12757,SUP-PUN-068,Alum_Casting,EA,5.7,23.34
SKU-2026-12758,SUP-CHE-097,Electronics,EA,1.81,6.89
SKU-2026-12759,SUP-NCR-002,Electronics,EA,1.0,24.65
SKU-2026-12760,SUP-CHE-097,Alum_Casting,EA,7.4,32.99
SKU-2026-12761,SUP-NCR-069,Alum_Casting,KG,5.96,41.46
SKU-2026-12762,SUP-CHE-032,Steel_Forging,EA,2.47,7.26
SKU-2026-12763,SUP-CHE-086,Alum_Casting,EA,0.88,24.69
SKU-2026-12764,SUP-NCR-071,Steel_Forging,EA,1.6,46.32
SKU-2026-12765,SUP-CHE-119,Steel_Forging,EA,9.83,43.35
SKU-2026-12766,SUP-PUN-029,Steel_Forging,EA,1.35,49.03
SKU-2026-12767,SUP-CHE-084,Alum_Casting,EA,5.15,37.5
SKU-2026-12768,SUP-CHE-042,Steel_Forging,EA,4.3,13.64
SKU-2026-12769,SUP-CHE-006,Electronics,EA,2.39,12.22
SKU-2026-12770,SUP-NCR-071,Electronics,EA,2.23,9.42
SKU-2026-12771,SUP-CHE-115,Electronics,KG,3.45,43.85
SKU-2026-12772,SUP-PUN-025,Steel_Forging,KG,2.67,18.18
SKU-2026-12773,SUP-NCR-013,Alum_Casting,EA,1.11,18.07
SKU-2026-12774,SUP-NCR-082,Electronics,EA,0.94,5.52
SKU-2026-12775,SUP-PUN-110,Steel_Forging,EA,0.79,12.47
SKU-2026-12776,SUP-NCR-035,Steel_Forging,KG,12.44,17.22
SKU-2026-12777,SUP-PUN-076,Steel_Forging,EA,13.11,38.54
SKU-2026-12778,SUP-PUN-008,Electronics,EA,6.53,20.64
SKU-2026-12779,SUP-PUN-110,Alum_Casting,EA,1.82,34.56
SKU-2026-12780,SUP-CHE-097,Electronics,EA,5.72,46.87
SKU-2026-12781,SUP-PUN-099,Steel_Forging,KG,6.09,11.05
SKU-2026-12782,SUP-NCR-002,Electronics,EA,1.98,34.13
SKU-2026-12783,SUP-CHE-070,Steel_Forging,EA,0.96,7.1
SKU-2026-12784,SUP-CHE-119,Alum_Casting,EA,3.38,14.78
SKU-2026-12785,SUP-NCR-027,Steel_Forging,EA,8.08,8.07
SKU-2026-12786,SUP-NCR-118,Electronics,EA,7.35,44.62
SKU-2026-12787,SUP-CHE-081,Steel_Forging,KG,0.28,49.59
SKU-2026-12788,SUP-PUN-068,Steel_Forging,EA,14.86,36.29
SKU-2026-12789,SUP-CHE-097,Alum_Casting,EA,3.7,29.62
SKU-2026-12790,SUP-NCR-093,Steel_Forging,EA,9.38,11.39
SKU-2026-12791,SUP-CHE-094,Electronics,EA,3.4,8.02
SKU-2026-12792,SUP-PUN-065,Electronics,EA,1.99,40.86
SKU-2026-12793,SUP-CHE-045,Alum_Casting,EA,0.73,40.63
SKU-2026-12794,SUP-CHE-042,Alum_Casting,EA,4.72,33.57
SKU-2026-12795,SUP-NCR-118,Steel_Forging,EA,2.09,31.63
SKU-2026-12796,SUP-PUN-075,Steel_Forging,EA,7.31,21.96
SKU-2026-12797,SUP-CHE-080,Alum_Casting,EA,20.14,7.32
SKU-2026-12798,SUP-PUN-015,Alum_Casting,EA,6.31,14.73
SKU-2026-12799,SUP-PUN-037,Electronics,EA,5.63,14.11
SKU-2026-12800,SUP-NCR-104,Alum_Casting,EA,3.96,14.06
SKU-2026-12801,SUP-CHE-022,Alum_Casting,KG,1.86,24.86
SKU-2026-12802,SUP-NCR-046,Steel_Forging,EA,1.93,40.36
SKU-2026-12803,SUP-CHE-052,Electronics,EA,6.19,42.55
SKU-2026-12804,SUP-PUN-025,Alum_Casting,EA,1.6,13.85
SKU-2026-12805,SUP-NCR-053,Steel_Forging,EA,6.76,5.95
SKU-2026-12806,SUP-CHE-041,Steel_Forging,EA,4.7,26.34
SKU-2026-12807,SUP-CHE-009,Steel_Forging,EA,2.29,41.67
SKU-2026-12808,SUP-CHE-080,Steel_Forging,EA,7.56,25.35
SKU-2026-12809,SUP-PUN-111,Electronics,EA,11.17,8.9
SKU-2026-12810,SUP-CHE-079,Electronics,EA,2.27,31.45
SKU-2026-12811,SUP-CHE-036,Electronics,EA,6.52,47.58
SKU-2026-12812,SUP-NCR-013,Steel_Forging,EA,5.03,9.01
SKU-2026-12813,SUP-CHE-116,Alum_Casting,KG,6.82,16.91
SKU-2026-12814,SUP-CHE-088,Steel_Forging,EA,3.35,8.32
SKU-2026-12815,SUP-PUN-050,Alum_Casting,EA,4.86,15.76
SKU-2026-12816,SUP-CHE-066,Electronics,EA,2.4,36.81
SKU-2026-12817,SUP-NCR-049,Alum_Casting,EA,2.25,12.86
SKU-2026-12818,SUP-PUN-072,Alum_Casting,EA,8.45,17.8
SKU-2026-12819,SUP-CHE-026,Steel_Forging,EA,1.2,40.79
SKU-2026-12820,SUP-NCR-034,Steel_Forging,KG,2.22,43.44
SKU-2026-12821,SUP-CHE-066,Electronics,KG,1.03,9.57
SKU-2026-12822,SUP-CHE-113,Electronics,KG,1.32,25.32
SKU-2026-12823,SUP-CHE-005,Steel_Forging,KG,3.31,36.01
SKU-2026-12824,SUP-NCR-104,Electronics,EA,7.71,25.73
SKU-2026-12825,SUP-NCR-058,Alum_Casting,EA,3.47,31.04
SKU-2026-12826,SUP-NCR-035,Alum_Casting,EA,1.08,46.32
SKU-2026-12827,SUP-NCR-002,Alum_Casting,KG,2.36,36.34
SKU-2026-12828,SUP-NCR-034,Steel_Forging,EA,1.74,41.73
SKU-2026-12829,SUP-CHE-113,Electronics,EA,5.34,5.42
SKU-2026-12830,SUP-NCR-107,Steel_Forging,KG,3.73,5.85
SKU-2026-12831,SUP-NCR-104,Electronics,KG,9.71,30.17
SKU-2026-12832,SUP-NCR-100,Steel_Forging,EA,2.35,16.73
SKU-2026-12833,SUP-PUN-018,Steel_Forging,EA,3.72,30.85
SKU-2026-12834,SUP-PUN-055,Electronics,EA,8.98,34.29
SKU-2026-12835,SUP-NCR-114,Alum_Casting,EA,2.52,18.88
SKU-2026-12836,SUP-NCR-058,Steel_Forging,EA,4.66,31.51
SKU-2026-12837,SUP-PUN-031,Alum_Casting,EA,10.96,16.78
SKU-2026-12838,SUP-PUN-031,Alum_Casting,EA,0.05,49.15
SKU-2026-12839,SUP-NCR-107,Electronics,EA,2.02,32.27
SKU-2026-12840,SUP-CHE-084,Electronics,EA,2.26,31.41
SKU-2026-12841,SUP-CHE-115,Electronics,EA,2.92,42.68
SKU-2026-12842,SUP-CHE-092,Electronics,EA,6.39,44.9
SKU-2026-12843,SUP-NCR-093,Alum_Casting,EA,4.9,19.66
SKU-2026-12844,SUP-NCR-098,Alum_Casting,EA,8.0,6.65
SKU-2026-12845,SUP-PUN-023,Electronics,EA,3.43,8.99
SKU-2026-12846,SUP-PUN-108,Alum_Casting,EA,5.46,21.54
SKU-2026-12847,SUP-CHE-094,Alum_Casting,EA,4.58,23.8
SKU-2026-12848,SUP-PUN-063,Steel_Forging,EA,6.96,23.93
SKU-2026-12849,SUP-PUN-105,Electronics,EA,1.98,48.1
SKU-2026-12850,SUP-NCR-067,Alum_Casting,EA,10.36,36.35
SKU-2026-12851,SUP-PUN-029,Alum_Casting,EA,6.53,43.28
SKU-2026-12852,SUP-CHE-081,Steel_Forging,EA,6.77,37.18
SKU-2026-12853,SUP-CHE-009,Electronics,EA,10.49,35.09
SKU-2026-12854,SUP-PUN-068,Steel_Forging,EA,4.67,43.3
SKU-2026-12855,SUP-NCR-091,Alum_Casting,EA,1.67,44.89
SKU-2026-12856,SUP-NCR-002,Steel_Forging,EA,1.66,43.78
SKU-2026-12857,SUP-PUN-063,Electronics,KG,1.45,26.1
SKU-2026-12858,SUP-PUN-096,Electronics,EA,2.56,24.51
SKU-2026-12859,SUP-NCR-001,Electronics,EA,5.26,16.12
SKU-2026-12860,SUP-CHE-051,Steel_Forging,EA,1.78,5.26
SKU-2026-12861,SUP-NCR-013,Alum_Casting,EA,8.65,24.26
SKU-2026-12862,SUP-CHE-119,Steel_Forging,EA,6.4,10.59
SKU-2026-12863,SUP-NCR-107,Alum_Casting,KG,3.19,11.65
SKU-2026-12864,SUP-CHE-004,Steel_Forging,EA,4.44,46.12
SKU-2026-12865,SUP-CHE-092,Alum_Casting,KG,2.51,15.58
SKU-2026-12866,SUP-NCR-054,Alum_Casting,EA,1.68,6.88
SKU-2026-12867,SUP-CHE-070,Electronics,EA,13.32,27.89
SKU-2026-12868,SUP-PUN-011,Steel_Forging,EA,7.85,18.0
SKU-2026-12869,SUP-PUN-103,Alum_Casting,EA,6.23,44.47
SKU-2026-12870,SUP-PUN-047,Alum_Casting,EA,3.43,27.47
SKU-2026-12871,SUP-PUN-037,Alum_Casting,EA,8.41,22.19
SKU-2026-12872,SUP-PUN-039,Alum_Casting,EA,4.71,27.46
SKU-2026-12873,SUP-PUN-112,Steel_Forging,EA,1.14,49.91
SKU-2026-12874,SUP-NCR-069,Alum_Casting,KG,3.74,18.31
SKU-2026-12875,SUP-CHE-030,Steel_Forging,EA,3.81,20.1
SKU-2026-12876,SUP-PUN-029,Alum_Casting,EA,4.43,17.56
SKU-2026-12877,SUP-CHE-086,Electronics,EA,0.85,35.81
SKU-2026-12878,SUP-CHE-087,Electronics,EA,2.8,22.99
SKU-2026-12879,SUP-CHE-005,Electronics,EA,3.19,16.61
SKU-2026-12880,SUP-CHE-019,Steel_Forging,EA,4.52,37.08
SKU-2026-12881,SUP-PUN-020,Alum_Casting,EA,1.58,38.36
SKU-2026-12882,SUP-CHE-084,Steel_Forging,KG,8.31,23.47
SKU-2026-12883,SUP-CHE-062,Alum_Casting,EA,6.58,24.86
SKU-2026-12884,SUP-CHE-022,Steel_Forging,KG,2.37,22.91
SKU-2026-12885,SUP-PUN-055,Steel_Forging,EA,1.53,27.44
SKU-2026-12886,SUP-PUN-064,Alum_Casting,KG,3.59,7.55
SKU-2026-12887,SUP-CHE-052,Steel_Forging,EA,12.8,16.62
SKU-2026-12888,SUP-PUN-047,Steel_Forging,EA,4.45,7.33
SKU-2026-12889,SUP-PUN-083,Alum_Casting,EA,4.47,5.14
SKU-2026-12890,SUP-CHE-086,Steel_Forging,EA,2.55,22.21
SKU-2026-12891,SUP-CHE-095,Steel_Forging,EA,3.24,36.41
SKU-2026-12892,SUP-CHE-004,Steel_Forging,EA,8.48,32.27
SKU-2026-12893,SUP-NCR-021,Electronics,EA,5.1,17.82
SKU-2026-12894,SUP-PUN-011,Alum_Casting,EA,0.48,8.63
SKU-2026-12895,SUP-PUN-037,Steel_Forging,EA,0.25,48.62
SKU-2026-12896,SUP-NCR-102,Electronics,EA,3.1,7.52
SKU-2026-12897,SUP-CHE-014,Steel_Forging,EA,1.68,28.18
SKU-2026-12898,SUP-CHE-038,Steel_Forging,EA,3.8,15.81
SKU-2026-12899,SUP-CHE-116,Alum_Casting,EA,3.64,36.01
SKU-2026-12900,SUP-PUN-003,Steel_Forging,EA,2.86,10.29
SKU-2026-12901,SUP-PUN-077,Electronics,EA,10.19,45.59
SKU-2026-12902,SUP-PUN-023,Alum_Casting,EA,1.27,22.29
SKU-2026-12903,SUP-PUN-029,Electronics,KG,3.13,9.95
SKU-2026-12904,SUP-CHE-019,Steel_Forging,KG,11.31,38.75
SKU-2026-12905,SUP-CHE-087,Steel_Forging,EA,6.7,42.9
